,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
99,0.0,0.0,0.0,0.0,0.0,perfect,3.0,70.0,105.0,2019-12-31 23:45:00,{},data/35_3.pickle,35.0,43.75,98.53205265321523,66.75655603962831,51.99620525885802,31.522961881409678,2019-01-15 00:00:00
100,0.0,0.0,0.0,0.0,0.0,perfect,3.0,80.0,120.0,2019-12-31 23:45:00,{},data/40_3.pickle,40.0,50.0,98.30759448536126,65.99432122020322,51.804587165290336,31.063827009600672,2019-01-15 00:00:00
101,0.0,0.0,0.0,0.0,0.0,perfect,3.0,90.0,135.0,2019-12-31 23:45:00,{},data/45_3.pickle,45.0,56.25,97.88087605726572,66.16875775420796,51.61719494720017,31.24632055230453,2019-01-15 00:00:00
102,0.0,0.0,0.0,0.0,0.0,perfect,3.0,100.0,150.0,2019-12-31 23:45:00,{},data/50_3.pickle,50.0,62.5,97.8171826262136,65.17255835701566,51.74468023819735,30.793743117394506,2019-01-15 00:00:00
103,0.0,0.0,0.0,0.0,0.0,perfect,3.0,110.0,165.0,2019-12-31 23:45:00,{},data/55_3.pickle,55.0,68.75,98.64424927935434,67.30730524422052,51.86413560657795,31.691934465049187,2019-01-15 00:00:00
104,0.0,0.0,0.0,0.0,0.0,perfect,3.0,120.0,180.0,2019-12-31 23:45:00,{},data/60_3.pickle,60.0,75.0,98.26172380346608,65.90348091044602,51.72486833659954,30.979554205145835,2019-01-15 00:00:00
105,0.0,0.0,0.0,0.0,0.0,perfect,3.0,130.0,195.0,2019-12-31 23:45:00,{},data/65_3.pickle,65.0,81.25,98.09013320628804,65.62329515825606,51.84976465350413,30.989741457628437,2019-01-15 00:00:00
106,0.0,0.0,0.0,0.0,0.0,perfect,3.0,140.0,210.0,2019-12-31 23:45:00,{},data/70_3.pickle,70.0,87.5,97.38139118429505,63.920746966637985,51.54052215811854,30.152297179323654,2019-01-15 00:00:00
107,0.0,0.0,0.0,0.0,0.0,perfect,3.0,150.0,225.0,2019-12-31 23:45:00,{},data/75_3.pickle,75.0,93.75,97.99701685254183,65.35369872771284,51.776717187628286,30.83094553219703,2019-01-15 00:00:00
108,0.0,0.0,0.0,0.0,0.0,perfect,3.0,160.0,240.0,2019-12-31 23:45:00,{},data/80_3.pickle,80.0,100.0,98.32553581189619,66.22367743259888,51.82162410490638,31.198291744853275,2019-01-15 00:00:00
109,0.0,0.0,0.0,0.0,0.0,perfect,3.0,170.0,255.0,2019-12-31 23:45:00,{},data/85_3.pickle,85.0,106.25,98.07737935547806,65.5242473963059,51.793018491561334,30.90023555020991,2019-01-15 00:00:00
110,0.0,0.0,0.0,0.0,0.0,perfect,3.0,180.0,270.0,2019-12-31 23:45:00,{},data/90_3.pickle,90.0,112.5,98.20718753371254,66.01567933248057,51.72130106561104,31.06836839189216,2019-01-15 00:00:00
111,0.0,0.0,0.0,0.0,0.0,perfect,3.0,190.0,285.0,2019-12-31 23:45:00,{},data/95_3.pickle,95.0,118.75,98.10376203913695,65.64592355164848,51.86189733433406,31.004334458481832,2019-01-15 00:00:00
112,0.0,0.0,0.0,0.0,0.0,perfect,4.0,4.0,6.0,2019-12-31 23:45:00,{},data/2_4.pickle,2.0,2.5,98.4143517572566,63.22333009072371,52.21510529925769,29.710174306542395,2019-01-15 00:00:00
